ResourceID,Geometric Place Expression,External Dataset,External Entity,External Dataset Resource Name,Place Name,Name Type,External Resource Site Class,External Resource Site Type,External Resource Count,Cultural Period Type,Cultural Sub-period Type,Remark,Remark Type,External Entity
72de3a0e-91c6-4e89-bbef-f9cdee4c3bd3,POINT (90.86748333 48.41151667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0775,"""Хиригсүүр 40""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
44d2c3f9-a025-49bc-bdf9-d6253a1a43b5,POINT (90.8749 48.41156667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0776,"""Хиригсүүр 41""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c3d17a2f-7e67-4267-9d99-6fba9a978cb0,POINT (90.8822 48.41225),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0777,"""Хиригсүүр 42""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
84a9158c-7e18-4aed-847a-dfbad453a8ee,POINT (90.86753333 48.41251667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0778,"""Хиригсүүр 43""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
72015037-d83a-4b7c-afc3-4cbda45f5f69,POINT (91.70478333 48.09931667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0779,"""Хашаат - Ховд чиглэлийн авран хамгаалах малтлага хийх дурсгал. Хиригсүүр 1. Рашаат улаан уулны хойт үзүүр.""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
6b924bae-f33f-4320-bbce-41417c75dfc6,POINT (91.8213 48.47243333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0780,"""Шар нуурын урд эрэг. Хиригсүүр""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
28c4da1e-9687-43b0-9475-77fbc47e699a,POINT (91.02073333 48.39973333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0781,"""Хаваржингийн амны хиригсүүр""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c3f3f1be-f034-4e5a-a4f7-9b2345b54081,POINT (90.97585 48.41908333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0782,"""Хонгион бэлчирийн булш""",Toponym,Burial Site,Undetermined,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
a7eaf063-a25d-461f-a14e-cef6178c30c5,POINT (90.97063333 48.42038333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0783,"""Хонгион бэлчир, Гантөмөрийн гуанзны хиригсүүр""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
257dba99-e39f-4a94-bd85-c83236389f07,POINT (90.9689 48.42141667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0784,"""Хонгион дэнжийн тахилгын байгууламж 1""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f24c8af3-c32e-4f50-b510-9c9ea5dfa9e2,POINT (90.96746667 48.41713333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0785,"""Хонгион дэнжийн хиригсүүр""",Toponym,Burial Site,Khirigsuur,5,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
cb623918-2d71-4a6b-89c1-bf350551b551,POINT (90.95008333 48.42096667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0786,"""Хонгион голын тахилгын байгууламж 2""",Toponym,Ritual Feature/Altar,Ritual Mound,2,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
38293be9-42a0-471c-8f8a-52ea74cb323f,POINT (90.95008333 48.42048333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0787,"""Хонгион гол, Хиригсүүр 13""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
61215991-ccb3-447d-acb5-aa8025f230b4,POINT (90.95046667 48.42033333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0788,"""Хонгион гол, Хиригсүүр 14""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
fe996f5c-5885-4134-a820-6344749c53ea,POINT (90.95046667 48.42033333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0789,"""Хиригсүүр 15       """,Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
88b07080-2322-480c-a0d6-70758855deae,POINT (90.95046667 48.42033333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0790,"""Хиригсүүр 16""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
962559c7-ddbc-489a-ac6e-d61dd173b11b,POINT (90.95175 48.42008333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0791,"""Хиригсүүр 17""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
3d5ce46d-033d-4f92-aad1-f97cbf55769b,POINT (90.95055 48.42035),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0792,"""Хиригсүүр 18""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
623ec022-4491-4272-9f3b-923d7688ba51,POINT (90.87585 48.41825),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0793,"""Хүнхэрийн улаан үзүүр, хиригсүүр 19""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
4463c050-01d3-4dd3-9341-f3687415250b,POINT (91.60705833 48.20211111),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0794,"""Шар сүмийн Монгол булш""",Toponym,Burial Site,Mongol Grave,,Great Mongol State and Mongol Empire Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
7137096d-3448-40b4-912d-86a1cee28cca,POINT (91.34590278 46.72454167),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0795,"""Булган голын индэртийн амны түрэгийн тахилгын байгууламж""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
3421bede-bf51-4d58-a736-0a8d550facd4,POINT (92.00111111 47.17388889),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0796,"""Үзүүр гялан""",Toponym,Burial Site,Rock Shelter Grave,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
4b9242fb-7d0f-4804-bb6d-4f050e9a8207,POINT (91.86297222 48.58405556),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0797,"""Зээрэн нуурын Цахир""",Toponym,Burial Site,Rock Shelter Grave,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
263491e8-856b-4ad9-924f-dd49ee9316be,POINT (92.02944444 46.867),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0798,"""Тошинт""",Toponym,Burial Site,Rock Shelter Grave,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f98b028e-0f25-4abf-aa4e-b09d91efc0d7,POINT (92.56825556 48.65931111),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0799,"""Баян зуслангийн тахилгын байгууламж""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
5d277b98-cf9a-433c-b8d8-caa612533c0a,POINT (90.99761667 48.47745),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0800,"""Мөстийн хөтөл""",Toponym,Burial Site,Khirigsuur,4,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f97a5645-a479-41d9-809a-fbc91c3a1b91,POINT (90.99616667 48.4841),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0801,"""Дэвсэг""",Toponym,Burial Site,Khirigsuur,2,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
44927dfc-ae51-4790-8251-0f43c26c3ed6,POINT (90.99501667 48.39991667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0802,"""Бэлчирийн өвөлжөөний хадны зураг""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
20e2289d-5cab-412a-adbd-0d3306cff940,POINT (90.81515 48.54488333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0803,"""Цагаан буудлын Хоёр хавцлын зааг""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
882cb0a0-2a37-4d43-934c-005ac40a4fde,POINT (90.76358333 48.56469444),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0804,"""Хамар даваа""",Toponym,Stone Stele/Memorial Stone Monument,Deer Stone,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
2f4fca75-71eb-45ba-b8df-36f2a69f1ffd,POINT (90.76358333 48.56469444),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0805,"""Хамар даваа""",Toponym,Burial Site,Monkhkhairkhan Grave,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
24778902-0466-4660-a3b3-1a234dbc0f41,POINT (90.76358333 48.56469444),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0806,"""Хамар даваа""",Toponym,Burial Site,Sagsai-Type Burial,3,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
ad6f8a86-be18-420b-9d77-b55877c85082,POINT (90.77119444 48.53683333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0807,"""Өргөн ширэг""",Toponym,Burial Site,Sagsai-Type Burial,8,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
6f9a1d3e-3e6a-4a5b-887a-b12b72c2cffc,POINT (90.64769444 48.54363889),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0808,"""Хонгор өлөн""",Toponym,Burial Site,Afanasevo Grave,1,Bronze Age,Early Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
aeb989be-24d4-4c83-9284-b4e5dbcf853a,POINT (90.66341667 48.39675),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0809,"""Урт булгийн даваа""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
1c00b1df-77c4-418b-ad6e-7bd6453e0087,POINT (90.66165278 48.38995556),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0810,"""Сухайтын голын хадны зураг""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
405b34c8-4db6-4967-8bd3-1c7c724cc5bc,POINT (90.67613889 48.25933333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0811,"""Дөрөө нуурын баруун хойт Урт булгийн ам""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
1d9e1e7c-51dd-4697-9725-9df2cc3ab7f3,POINT (90.68023889 48.25136111),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0812,"""Дөрөө нуурын хойт хөтөл""",Toponym,Burial Site,Sagsai-Type Burial,14,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
f7a81374-e2ae-4447-9433-d96f5dd738f8,POINT (90.68023889 48.25136111),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0813,"""Дөрөө нуурын хойт хөтөл""",Toponym,Ritual Feature/Altar,Ritual Mound,2,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
6f81ceb7-0696-4cd2-abe5-133445f6b2a9,POINT (90.69214444 48.25368889),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0814,"""Хөндий 1""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
d4afd3d1-c7a6-47bd-99f3-f009fbd3006c,POINT (90.69214444 48.25368889),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0815,"""Хөндий 2""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
cf1675d6-3351-4175-9b65-219c5b8eff03,POINT (90.74104167 48.31741944),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0816,"""Хөндий 3""",Toponym,Burial Site,Sagsai-Type Burial,13,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
ddd6c4f5-4a33-47bb-8d5c-fb94dfaf6441,POINT (88.93708333 48.36448333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0817,"""Хулагаш 1-1""",Toponym,Burial Site,Khemceg Burial,1,Bronze Age,Early Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
3e0ab984-7a95-4ffb-a456-29db34f6dc06,POINT (88.93713333 48.36498333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0818,"""Хулагаш 2, 1–3 дурсгал""",Toponym,Ritual Feature/Altar,Ritual Mound,3,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
b6b92433-f84e-4f63-be41-8a23186f96e6,POINT (88.93493333 48.36763333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0819,"""Хулагаш 2, дурсгал 4""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
28de5fa0-23f1-459c-bfea-ac8895434e3c,POINT (88.95723333 48.35776667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0820,"""Хулагаш 3, булш 1""",Toponym,Burial Site,Undetermined,1,Bronze Age,Late Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
6a78f2b0-cccd-4a4f-9ce2-1bbf13036555,POINT (88.95045 48.37295),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0821,"""Хулагаш 4, булш 1""",Toponym,Burial Site,Undetermined,1,Bronze Age,Late Bronze Age,,,99d2f041-7dfc-436b-9922-0a8643e97897
6793d044-d3de-436a-b804-8f2472f32c5e,POINT (88.97296667 48.37148333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0822,"""Хулагаш 5""",Toponym,Stone Age Site,Undetermined,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
871934d3-64db-4174-a778-cf279f6d436d,POINT (88.96955 48.37248333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0823,"""Хулагаш 5-2""",Toponym,Stone Age Site,Undetermined,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
7556f522-0797-4c60-8eaa-9e44ae97a8d3,POINT (88.95435 48.37736667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0824 A,"""Хулагаш 6""",Toponym,Rock Art/Stone Inscription Site,Petroglyph,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
fff8d228-7c24-4951-a56f-8972e6e17092,POINT (88.95435 48.37736667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0824 B,"""Хулагаш 6""",Toponym,Rock Art/Stone Inscription Site,Inscription/Tamga,,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
8447bfb8-5231-4181-ba79-7278dcbffb3f,POINT (88.78453333 48.21958333),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0825,"""Бага чулуут 1""",Toponym,Burial Site,Undetermined,1,Early Iron Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
881a7862-8b59-4a72-98fd-cede61534388,POINT (88.790575 48.22389444),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0826,"""Бага чулуутын гол 2""",Toponym,Burial Site,Undetermined,1,Early Iron Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
d93fe5f4-b3bc-49a4-949d-5e7c47cbe76d,POINT (88.80611667 48.20531667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0827,"""Сонгинын гол 1""",Toponym,Burial Site,Undetermined,1,Early Iron Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
ccee3394-ef13-446d-8dde-831012e0c471,POINT (88.83335 48.22225),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0828,"""Ямаатын өндөр 1""",Toponym,Burial Site,Monkhkhairkhan Grave,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
c9a0a19e-80ee-4ea9-a435-f6899c7aa26f,POINT (88.84495 48.1727),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0829 A,"""Балейкей 1""",Toponym,Burial Site,Monkhkhairkhan Grave,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
3704a672-d93a-4fab-96ea-5b569d6c8418,POINT (88.84495 48.1727),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0829 B,"""Балейкей 1""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
00367aa5-93e8-4c89-96c2-4d4ae5be7cc6,POINT (88.84036667 48.17046667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0830,"""Балейкей 2""",Toponym,Undetermined,Undetermined,,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
4ab30b2d-ae70-43b8-9c97-3f4af6516fd2,POINT (88.84601667 48.16851667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0831 A,"""Балейкей 3""",Toponym,Burial Site,Undetermined,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
574e6ba1-352e-4e61-8e47-da33cb6cc641,POINT (88.84601667 48.16851667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0831 B,"""Балейкей 3""",Toponym,Burial Site,Turkic Burial,1,Turkic Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
0e7a6ddc-906c-48f0-8386-f8d7c6b43c1c,POINT (88.84601667 48.16851667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0831 C,"""Балейкей 3""",Toponym,Ritual Feature/Altar,Ritual Mound,1,Undetermined,,,,99d2f041-7dfc-436b-9922-0a8643e97897
aa70ebe0-d1e5-4eb2-96b3-72533a816710,POINT (88.84601667 48.16851667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0831 D,"""Балейкей 3""",Toponym,Burial Site,Undetermined,1,Early Iron Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
cb3bc9fd-3f5e-468f-a6a5-0d57c5dbd52d,POINT (91.64030556 48.01102778),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0832,"""Сангийн хот""",Toponym,Building/Architectural Monument,Ancient Walled Site,1,Mongolia Under Qing Rule Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
db1caa91-10ed-45e4-a43b-0f14e40586ca,POINT (92.6017 47.00801667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0833 A,"""Огзом""",Toponym,Burial Site,Khirigsuur,1,Bronze Age,,,,99d2f041-7dfc-436b-9922-0a8643e97897
4225f556-4448-4624-9c68-137599fd2f5e,POINT (92.6017 47.00801667),Khovd University Survey,"[{'resourceId': '99d2f041-7dfc-436b-9922-0a8643e97897', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]",KU-0833 B,"""Огзом""",Toponym,Burial Site,Mongol Grave,1,Great Mongol State and Mongol Empire Period,,,,99d2f041-7dfc-436b-9922-0a8643e97897
